date,premise_code,item_code,price
4/04/2024,20692,18,6.9
4/04/2024,20696,18,6
4/04/2024,20704,18,6.99
4/04/2024,20707,18,7.99
4/04/2024,20717,18,6.99
4/04/2024,20722,18,7
4/04/2024,20723,18,7.5
4/04/2024,20728,18,6.9
4/04/2024,20731,18,7.49
4/04/2024,20736,18,6.3
4/04/2024,20739,18,6.99
4/04/2024,20741,18,6.99
4/04/2024,20743,18,6.99
4/04/2024,20747,18,6.5
4/04/2024,20748,18,6.5
4/04/2024,20749,18,6.99
4/04/2024,20750,18,6.99
4/04/2024,20757,18,6.99
4/04/2024,20759,18,6.99
4/04/2024,20760,18,6.99
4/04/2024,20767,18,6.99
4/04/2024,20768,18,5.99
4/04/2024,20769,18,6.99
4/04/2024,20773,18,6.99
4/04/2024,20774,18,6.49
4/04/2024,20775,18,7
4/04/2024,20776,18,6.99
4/04/2024,20778,18,6
4/04/2024,20782,18,5.49
4/04/2024,20784,18,5.99
4/04/2024,20786,18,7.49
4/04/2024,20788,18,5.99
4/04/2024,20790,18,6.99
4/04/2024,20791,18,6.99
4/04/2024,20792,18,5.99
4/04/2024,20801,18,6.99
4/04/2024,20802,18,7.9
4/04/2024,20803,18,6.99
4/04/2024,20804,18,6.99
4/04/2024,20806,18,7
4/04/2024,20807,18,5.99
4/04/2024,20808,18,6.99
4/04/2024,20809,18,7.59
4/04/2024,20812,18,6.5
4/04/2024,20828,18,8
4/04/2024,20831,18,7.69
4/04/2024,20833,18,6.99
4/04/2024,20854,18,7.99
4/04/2024,20857,18,6.9
4/04/2024,20859,18,5.99
4/04/2024,20860,18,6.99
4/04/2024,20861,18,4.99
4/04/2024,20862,18,7
4/04/2024,20865,18,4.9
4/04/2024,20870,18,6.99
4/04/2024,20876,18,6.99
4/04/2024,20883,18,8.2
4/04/2024,20895,18,6.59
4/04/2024,20902,18,8.2
4/04/2024,20903,18,5.99
4/04/2024,20909,18,6.1
4/04/2024,20910,18,6.99
4/04/2024,20912,18,7.49
4/04/2024,20913,18,6
4/04/2024,20914,18,6.49
4/04/2024,20915,18,6
4/04/2024,20916,18,6.5
4/04/2024,20917,18,6.99
4/04/2024,20918,18,5.99
4/04/2024,20923,18,6.99
4/04/2024,20926,18,5.99
4/04/2024,20933,18,5.99
4/04/2024,20943,18,6.5
4/04/2024,20946,18,5.69
4/04/2024,20949,18,6.5
4/04/2024,20950,18,7.5
4/04/2024,20957,18,6.99
4/04/2024,20969,18,4.5
4/04/2024,20971,18,6
4/04/2024,20993,18,5.99
4/04/2024,21000,18,6.5
4/04/2024,21001,18,7.09
4/04/2024,21002,18,6.99
4/04/2024,21010,18,6.5
4/04/2024,21011,18,7.3
4/04/2024,21036,18,5.99
4/04/2024,21039,18,6.9
4/04/2024,21050,18,7.99
4/04/2024,21051,18,7.49
4/04/2024,21053,18,6.9
5/04/2024,2,18,6
5/04/2024,3,18,10.5
5/04/2024,136,18,7.99
5/04/2024,176,18,6.69
5/04/2024,183,18,7.5
5/04/2024,234,18,4
5/04/2024,239,18,6.5
5/04/2024,322,18,5.8
5/04/2024,330,18,6.99
5/04/2024,351,18,6.99
5/04/2024,354,18,6
5/04/2024,364,18,4
5/04/2024,371,18,3
5/04/2024,380,18,7.9
5/04/2024,382,18,5.9
5/04/2024,398,18,5.9
5/04/2024,424,18,5.5
5/04/2024,429,18,8.9
5/04/2024,434,18,6
5/04/2024,435,18,8.9
5/04/2024,438,18,5.9
5/04/2024,439,18,4.99
5/04/2024,506,18,6.99
5/04/2024,524,18,7
5/04/2024,569,18,6.9
5/04/2024,587,18,5.49
5/04/2024,588,18,6.99
5/04/2024,591,18,6.99
5/04/2024,600,18,6.5
5/04/2024,633,18,7
5/04/2024,720,18,6.5
5/04/2024,725,18,7.5
5/04/2024,729,18,7.9
5/04/2024,766,18,7
5/04/2024,777,18,7
5/04/2024,864,18,7.3
5/04/2024,907,18,6.99
5/04/2024,930,18,6.99
5/04/2024,1053,18,6
5/04/2024,1054,18,6.49
5/04/2024,1133,18,6
5/04/2024,1135,18,5.99
5/04/2024,1137,18,6.99
5/04/2024,1152,18,6.99
5/04/2024,1164,18,6
5/04/2024,1170,18,7
5/04/2024,1212,18,6
5/04/2024,1259,18,6.99
5/04/2024,1267,18,6
5/04/2024,1284,18,7
5/04/2024,1361,18,5.99
5/04/2024,1407,18,6.5
5/04/2024,1517,18,6.5
5/04/2024,1527,18,6.9
5/04/2024,1634,18,6
5/04/2024,1652,18,7
5/04/2024,1713,18,6
5/04/2024,1714,18,6
5/04/2024,1783,18,5.5
5/04/2024,1789,18,6.5
5/04/2024,1815,18,5
5/04/2024,1826,18,6
5/04/2024,1959,18,6.5
5/04/2024,1960,18,7
5/04/2024,1961,18,7
5/04/2024,1972,18,6.5
5/04/2024,1980,18,7.5
5/04/2024,2007,18,7
5/04/2024,2020,18,4.5
5/04/2024,2028,18,7.5
5/04/2024,2034,18,6.99
5/04/2024,2048,18,6
5/04/2024,2062,18,8
5/04/2024,2161,18,7
5/04/2024,2213,18,6
5/04/2024,2248,18,7
5/04/2024,2510,18,7
5/04/2024,2517,18,5
5/04/2024,2554,18,5.9
5/04/2024,2560,18,6.99
5/04/2024,2612,18,6.9
5/04/2024,2623,18,6
5/04/2024,2651,18,6.9
5/04/2024,2657,18,5.59
5/04/2024,2661,18,6
5/04/2024,2670,18,5.99
5/04/2024,2772,18,6.9
5/04/2024,2775,18,6.5
5/04/2024,2925,18,6.2
5/04/2024,2955,18,6.5
5/04/2024,2983,18,4
5/04/2024,2984,18,6.99
5/04/2024,2993,18,5
5/04/2024,3003,18,8.4
5/04/2024,3041,18,6.99
5/04/2024,3078,18,4.99
5/04/2024,3130,18,8.9
5/04/2024,3150,18,8.9
5/04/2024,3178,18,8.9
5/04/2024,3181,18,6
5/04/2024,3195,18,7
5/04/2024,3204,18,7.5
5/04/2024,3211,18,6
5/04/2024,3251,18,8
5/04/2024,3265,18,6.5
5/04/2024,3302,18,7
5/04/2024,3305,18,8
5/04/2024,3336,18,7.9
5/04/2024,3346,18,6.5
5/04/2024,3366,18,6.9
5/04/2024,3399,18,7
5/04/2024,3438,18,7
5/04/2024,3541,18,7
5/04/2024,3587,18,8
5/04/2024,3662,18,5
5/04/2024,3692,18,7
5/04/2024,3702,18,6
5/04/2024,3725,18,3.5
5/04/2024,3727,18,6.9
5/04/2024,3739,18,6
5/04/2024,3770,18,7
5/04/2024,3861,18,6.5
5/04/2024,3870,18,6
5/04/2024,3904,18,8.9
5/04/2024,4069,18,8.5
5/04/2024,4097,18,7
5/04/2024,4110,18,7
5/04/2024,4118,18,7
5/04/2024,4129,18,7
5/04/2024,4195,18,8
5/04/2024,4197,18,7
5/04/2024,4203,18,6
5/04/2024,4205,18,7.99
5/04/2024,4231,18,6.5
5/04/2024,4296,18,6.8
5/04/2024,4304,18,7.9
5/04/2024,4313,18,5
5/04/2024,4315,18,5.99
5/04/2024,4324,18,6
5/04/2024,4454,18,5.79
5/04/2024,4473,18,6
5/04/2024,4496,18,6.5
5/04/2024,4505,18,6.5
5/04/2024,4530,18,7.39
5/04/2024,4633,18,7
5/04/2024,4648,18,7.5
5/04/2024,4660,18,4
5/04/2024,4664,18,6
5/04/2024,4667,18,6
5/04/2024,4767,18,7
5/04/2024,4970,18,6
5/04/2024,5058,18,7
5/04/2024,5086,18,7
5/04/2024,5093,18,7.9
5/04/2024,5137,18,6.99
5/04/2024,5161,18,6.5
5/04/2024,5179,18,7.99
5/04/2024,5190,18,7
5/04/2024,5204,18,6.9
5/04/2024,5221,18,6
5/04/2024,5257,18,6.5
5/04/2024,5274,18,7.49
5/04/2024,5278,18,7.49
5/04/2024,5302,18,6
5/04/2024,5355,18,6.99
5/04/2024,5360,18,5.5
5/04/2024,5377,18,7.49
5/04/2024,5414,18,6.99
5/04/2024,5433,18,6.99
5/04/2024,5488,18,6.99
5/04/2024,5532,18,6
5/04/2024,5827,18,5
5/04/2024,5836,18,6
5/04/2024,5857,18,6.95
5/04/2024,5870,18,5.9
5/04/2024,5880,18,7
5/04/2024,5895,18,6.99
5/04/2024,5980,18,7
5/04/2024,6136,18,4
5/04/2024,6525,18,6.99
5/04/2024,6609,18,6.99
5/04/2024,6941,18,8.5
5/04/2024,6961,18,7
5/04/2024,7014,18,6
5/04/2024,7280,18,5.99
5/04/2024,7283,18,6.5
5/04/2024,7472,18,5
5/04/2024,7826,18,8
5/04/2024,7922,18,6.99
5/04/2024,7961,18,6
5/04/2024,7995,18,8
5/04/2024,7997,18,8
5/04/2024,8176,18,7
5/04/2024,8359,18,8
5/04/2024,8582,18,6
5/04/2024,8616,18,7
5/04/2024,8757,18,6
5/04/2024,8908,18,6.5
5/04/2024,9548,18,6.99
5/04/2024,9871,18,6.5
5/04/2024,9944,18,7
5/04/2024,10131,18,6.9
5/04/2024,10197,18,6.5
5/04/2024,10203,18,6.99
5/04/2024,10855,18,6.99
5/04/2024,11222,18,7.49
5/04/2024,11423,18,7.5
5/04/2024,11509,18,7.5
5/04/2024,11511,18,6.99
5/04/2024,11513,18,7.5
5/04/2024,11517,18,6.99
5/04/2024,11523,18,6.5
5/04/2024,11536,18,6
5/04/2024,11540,18,6.99
5/04/2024,11543,18,5.5
5/04/2024,11551,18,5
5/04/2024,11564,18,8.9
5/04/2024,11567,18,8.99
5/04/2024,11569,18,6.99
5/04/2024,11571,18,6.99
5/04/2024,11580,18,6.5
5/04/2024,11581,18,6
5/04/2024,11588,18,6.99
5/04/2024,11614,18,8.5
5/04/2024,11616,18,6.5
5/04/2024,11617,18,7
5/04/2024,11618,18,7
5/04/2024,11622,18,7.9
5/04/2024,11623,18,7.9
5/04/2024,11624,18,8.5
5/04/2024,11627,18,6.5
5/04/2024,11630,18,5.9
5/04/2024,11655,18,8
5/04/2024,11656,18,5.69
5/04/2024,11669,18,6.99
5/04/2024,11677,18,6
5/04/2024,11703,18,6.3
5/04/2024,11726,18,5
5/04/2024,11728,18,7
5/04/2024,11737,18,7
5/04/2024,11786,18,6.5
5/04/2024,11874,18,7
5/04/2024,11893,18,6
5/04/2024,11894,18,6
5/04/2024,11956,18,7
5/04/2024,12000,18,6
5/04/2024,12002,18,7.5
5/04/2024,12024,18,6.5
5/04/2024,12025,18,6.99
5/04/2024,12028,18,7
5/04/2024,12713,18,6.99
5/04/2024,12740,18,6.5
5/04/2024,12742,18,6.99
5/04/2024,12745,18,6
5/04/2024,12755,18,6.99
5/04/2024,12759,18,8.5
5/04/2024,13081,18,6.5
5/04/2024,13120,18,6.99
5/04/2024,13715,18,7.49
5/04/2024,13788,18,6.9
5/04/2024,14371,18,6.99
5/04/2024,14406,18,6.2
5/04/2024,14455,18,7.99
5/04/2024,14474,18,6.99
5/04/2024,14657,18,7
5/04/2024,14661,18,8.9
5/04/2024,14662,18,7.5
5/04/2024,14811,18,9.2
5/04/2024,14824,18,5.99
5/04/2024,14840,18,6.9
5/04/2024,14869,18,6.99
5/04/2024,14964,18,6.99
5/04/2024,15112,18,7
5/04/2024,15123,18,6.99
5/04/2024,15192,18,6.9
5/04/2024,15201,18,7.5
5/04/2024,15382,18,6.99
5/04/2024,15476,18,7.99
5/04/2024,15524,18,6
5/04/2024,15525,18,6.99
5/04/2024,15537,18,6
5/04/2024,15563,18,6
5/04/2024,15664,18,5.99
5/04/2024,15707,18,6.99
5/04/2024,15750,18,8.9
5/04/2024,15880,18,6.1
5/04/2024,15936,18,5.99
5/04/2024,15950,18,6.99
5/04/2024,15964,18,6.99
5/04/2024,16104,18,6.99
5/04/2024,16343,18,6.99
5/04/2024,16353,18,7.29
5/04/2024,16388,18,6
5/04/2024,16389,18,6.99
5/04/2024,16391,18,4.9
5/04/2024,16394,18,5.9
5/04/2024,16460,18,6.5
5/04/2024,16483,18,6
5/04/2024,16489,18,5.99
5/04/2024,16547,18,7.49
5/04/2024,16801,18,6.99
5/04/2024,17009,18,6.99
5/04/2024,17035,18,6.49
5/04/2024,17036,18,6.99
5/04/2024,17046,18,7.99
5/04/2024,17096,18,7
5/04/2024,17100,18,7.49
5/04/2024,17102,18,6.99
5/04/2024,17168,18,5.99
5/04/2024,17179,18,5.5
5/04/2024,17188,18,7.99
5/04/2024,17217,18,6.99
5/04/2024,17228,18,5.49
5/04/2024,17330,18,6.99
5/04/2024,17370,18,7.99
5/04/2024,17391,18,6.9
5/04/2024,17399,18,6.99
5/04/2024,17422,18,7.99
5/04/2024,17428,18,5
5/04/2024,17460,18,6.99
5/04/2024,17461,18,6.99
5/04/2024,17463,18,6.99
5/04/2024,17466,18,6.8
5/04/2024,17488,18,5.79
5/04/2024,17522,18,7.49
5/04/2024,17590,18,8.2
5/04/2024,17592,18,7.99
5/04/2024,17624,18,7.9
5/04/2024,17632,18,6.5
5/04/2024,17636,18,5.99
5/04/2024,17638,18,5.99
5/04/2024,17641,18,7.99
5/04/2024,17657,18,6.99
5/04/2024,17685,18,7.25
5/04/2024,17712,18,6.9
5/04/2024,17725,18,8.2
5/04/2024,17734,18,7.49
5/04/2024,17741,18,5
5/04/2024,17764,18,8.2
5/04/2024,17771,18,5.88
5/04/2024,17778,18,6.5
5/04/2024,17786,18,7
5/04/2024,17796,18,6.5
5/04/2024,17797,18,4.99
5/04/2024,17871,18,7.2
5/04/2024,17892,18,6.99
5/04/2024,17943,18,6.99
5/04/2024,17980,18,6.99
5/04/2024,17982,18,7.5
5/04/2024,18010,18,5.49
5/04/2024,18011,18,5
5/04/2024,18043,18,6.99
5/04/2024,18044,18,6.99
5/04/2024,18063,18,7.49
5/04/2024,18094,18,6.99
5/04/2024,18098,18,8.9
5/04/2024,18116,18,6.99
5/04/2024,18130,18,6.99
5/04/2024,18132,18,6.99
5/04/2024,18144,18,5.99
5/04/2024,18160,18,7.1
5/04/2024,18161,18,6.99
5/04/2024,18162,18,5.8
5/04/2024,18164,18,7.99
5/04/2024,18165,18,5.9
5/04/2024,18170,18,6
5/04/2024,18184,18,6.49
5/04/2024,18185,18,6.99
5/04/2024,18198,18,7.49
5/04/2024,18201,18,6.99
5/04/2024,18203,18,5.99
5/04/2024,18204,18,6.99
5/04/2024,18316,18,6.99
5/04/2024,18319,18,6.99
5/04/2024,18337,18,7.99
5/04/2024,18340,18,5.9
5/04/2024,18349,18,6.99
5/04/2024,18350,18,7.99
5/04/2024,18352,18,5.99
5/04/2024,18353,18,6.99
5/04/2024,18410,18,6.9
5/04/2024,18464,18,6.59
5/04/2024,18471,18,6.99
5/04/2024,18475,18,6.99
5/04/2024,18476,18,7
5/04/2024,18477,18,6.99
5/04/2024,18478,18,6.99
5/04/2024,18480,18,6.99
5/04/2024,18492,18,5.99
5/04/2024,18539,18,6
5/04/2024,18541,18,6.5
5/04/2024,18556,18,6.5
5/04/2024,18576,18,6.99
5/04/2024,18578,18,6.9
5/04/2024,18670,18,6.99
5/04/2024,18712,18,6.99
5/04/2024,18715,18,11.99
5/04/2024,18716,18,5
5/04/2024,20690,18,6.9
5/04/2024,20692,18,6.9
5/04/2024,20704,18,6.99
5/04/2024,20707,18,7.99
5/04/2024,20717,18,6.99
5/04/2024,20722,18,7
5/04/2024,20723,18,7.5
5/04/2024,20731,18,7.49
5/04/2024,20735,18,6.49
5/04/2024,20736,18,6.3
5/04/2024,20739,18,6.99
5/04/2024,20743,18,6.99
5/04/2024,20748,18,6.5
5/04/2024,20750,18,6.99
5/04/2024,20757,18,6.99
5/04/2024,20759,18,6.99
5/04/2024,20760,18,6.99
5/04/2024,20767,18,6.99
5/04/2024,20768,18,5.99
5/04/2024,20769,18,6.99
5/04/2024,20773,18,6.99
5/04/2024,20774,18,6.49
5/04/2024,20776,18,6.99
5/04/2024,20784,18,5.99
5/04/2024,20785,18,7.5
5/04/2024,20786,18,7.49
5/04/2024,20788,18,5.99
5/04/2024,20790,18,6.99
5/04/2024,20791,18,6.99
5/04/2024,20792,18,5.99
5/04/2024,20801,18,6.99
5/04/2024,20802,18,7
5/04/2024,20803,18,6.99
5/04/2024,20804,18,6.99
5/04/2024,20806,18,7
5/04/2024,20807,18,5.99
5/04/2024,20808,18,6.99
5/04/2024,20809,18,7.59
5/04/2024,20810,18,7
5/04/2024,20812,18,6.5
5/04/2024,20828,18,8
5/04/2024,20831,18,7.69
5/04/2024,20833,18,6.99
5/04/2024,20854,18,7.99
5/04/2024,20857,18,6.9
5/04/2024,20860,18,6.99
5/04/2024,20861,18,4.99
5/04/2024,20865,18,4.9
5/04/2024,20870,18,6.99
5/04/2024,20876,18,6.99
5/04/2024,20895,18,6.59
5/04/2024,20902,18,8.2
5/04/2024,20909,18,6.1
5/04/2024,20910,18,6.99
5/04/2024,20912,18,7.49
5/04/2024,20914,18,6.49
5/04/2024,20917,18,6.99
5/04/2024,20918,18,5.99
5/04/2024,20923,18,6.99
5/04/2024,20933,18,5.99
5/04/2024,20943,18,6.5
5/04/2024,20993,18,5.99
5/04/2024,21000,18,6.5
5/04/2024,21001,18,7.09
5/04/2024,21002,18,6.99
5/04/2024,21035,18,5.59
5/04/2024,21036,18,5.99
6/04/2024,2,18,6
6/04/2024,3,18,10.5
6/04/2024,136,18,7.99
6/04/2024,176,18,6.69
6/04/2024,183,18,7.5
6/04/2024,234,18,4
6/04/2024,239,18,6.5
6/04/2024,261,18,6.99
6/04/2024,322,18,5.8
6/04/2024,354,18,6
6/04/2024,364,18,4
6/04/2024,380,18,7.9
6/04/2024,382,18,5.9
6/04/2024,398,18,5.9
6/04/2024,424,18,7
6/04/2024,429,18,8.9
6/04/2024,431,18,7
6/04/2024,434,18,6
6/04/2024,435,18,8.9
6/04/2024,438,18,5.9
6/04/2024,439,18,4.99
6/04/2024,506,18,6.99
6/04/2024,524,18,7
6/04/2024,569,18,6.9
6/04/2024,587,18,5.49
6/04/2024,588,18,6.99
6/04/2024,591,18,6.99
6/04/2024,600,18,6.5
6/04/2024,633,18,7
6/04/2024,720,18,6.5
6/04/2024,725,18,7.5
6/04/2024,766,18,7
6/04/2024,777,18,7
6/04/2024,864,18,7.3
6/04/2024,907,18,5.85
6/04/2024,930,18,6.99
6/04/2024,1053,18,6
6/04/2024,1054,18,6.49
6/04/2024,1133,18,6
6/04/2024,1135,18,5.99
6/04/2024,1137,18,6.99
6/04/2024,1152,18,6.99
6/04/2024,1164,18,6
6/04/2024,1170,18,7
6/04/2024,1212,18,6
6/04/2024,1259,18,6.99
6/04/2024,1267,18,6
6/04/2024,1284,18,7
6/04/2024,1361,18,5.99
6/04/2024,1407,18,6.5
6/04/2024,1517,18,6.5
6/04/2024,1527,18,6.9
6/04/2024,1634,18,6
6/04/2024,1652,18,7
6/04/2024,1713,18,6
6/04/2024,1714,18,6
6/04/2024,1783,18,5.5
6/04/2024,1789,18,6.5
6/04/2024,1815,18,5
6/04/2024,1826,18,6
6/04/2024,1959,18,6.5
6/04/2024,1960,18,7
6/04/2024,1961,18,7
6/04/2024,1962,18,6.9
6/04/2024,1972,18,6.5
6/04/2024,1980,18,7.5
6/04/2024,2007,18,7
6/04/2024,2020,18,4.5
6/04/2024,2028,18,7.5
6/04/2024,2048,18,6
6/04/2024,2062,18,8
6/04/2024,2161,18,7
6/04/2024,2213,18,6
6/04/2024,2248,18,7
6/04/2024,2510,18,7
6/04/2024,2517,18,5
6/04/2024,2530,18,7
6/04/2024,2554,18,5.9
6/04/2024,2560,18,6.99
6/04/2024,2612,18,6.9
6/04/2024,2623,18,6
6/04/2024,2651,18,6.9
6/04/2024,2657,18,5.59
6/04/2024,2661,18,6
6/04/2024,2670,18,5.99
6/04/2024,2772,18,6.9
6/04/2024,2775,18,5
6/04/2024,2925,18,6.2
6/04/2024,2955,18,6.5
6/04/2024,2983,18,4
6/04/2024,2984,18,6.99
6/04/2024,2993,18,5
6/04/2024,3003,18,8.4
6/04/2024,3041,18,6.99
6/04/2024,3078,18,4.99
6/04/2024,3130,18,8.9
6/04/2024,3150,18,8.9
6/04/2024,3178,18,8.9
6/04/2024,3181,18,6
6/04/2024,3195,18,7
6/04/2024,3204,18,7.5
6/04/2024,3211,18,6
6/04/2024,3251,18,8
6/04/2024,3256,18,5.6
6/04/2024,3265,18,6.5
6/04/2024,3302,18,7
6/04/2024,3305,18,8
6/04/2024,3336,18,6.99
6/04/2024,3346,18,6.5
6/04/2024,3366,18,6.9
6/04/2024,3399,18,7
6/04/2024,3438,18,7
6/04/2024,3517,18,6.99
6/04/2024,3541,18,7
6/04/2024,3587,18,8
6/04/2024,3662,18,5
6/04/2024,3692,18,7
6/04/2024,3702,18,6
6/04/2024,3725,18,3.5
6/04/2024,3727,18,6.9
6/04/2024,3739,18,6
6/04/2024,3770,18,7
6/04/2024,3870,18,6
6/04/2024,3904,18,7.9
6/04/2024,4069,18,8.5
6/04/2024,4097,18,7
6/04/2024,4110,18,7
6/04/2024,4118,18,7
6/04/2024,4129,18,7
6/04/2024,4195,18,8
6/04/2024,4197,18,7
6/04/2024,4203,18,6
6/04/2024,4205,18,7.99
6/04/2024,4231,18,6.5
6/04/2024,4296,18,6.8
6/04/2024,4304,18,7.9
6/04/2024,4313,18,5
6/04/2024,4315,18,5.99
6/04/2024,4324,18,5
6/04/2024,4454,18,5.79
6/04/2024,4473,18,6
6/04/2024,4496,18,6.5
6/04/2024,4505,18,6.5
6/04/2024,4530,18,7.39
6/04/2024,4633,18,7
6/04/2024,4648,18,7.5
6/04/2024,4660,18,4
6/04/2024,4664,18,6
6/04/2024,4667,18,6
6/04/2024,4767,18,7
6/04/2024,4970,18,6
6/04/2024,5058,18,7
6/04/2024,5086,18,7
6/04/2024,5093,18,7.9
6/04/2024,5137,18,6.99
6/04/2024,5161,18,6.5
6/04/2024,5179,18,7.99
6/04/2024,5190,18,7
6/04/2024,5204,18,6.9
6/04/2024,5221,18,6
6/04/2024,5257,18,6.5
6/04/2024,5274,18,7.49
6/04/2024,5278,18,7.49
6/04/2024,5302,18,6
6/04/2024,5325,18,6.99
6/04/2024,5355,18,6.99
6/04/2024,5360,18,5.5
6/04/2024,5414,18,6.99
6/04/2024,5433,18,6.99
6/04/2024,5488,18,6.99
6/04/2024,5532,18,6
6/04/2024,5823,18,6.99
6/04/2024,5827,18,5
6/04/2024,5836,18,6
6/04/2024,5857,18,6.99
6/04/2024,5870,18,5.9
6/04/2024,5880,18,7
6/04/2024,5895,18,6.99
6/04/2024,5980,18,7
6/04/2024,6039,18,6.99
6/04/2024,6136,18,4
6/04/2024,6525,18,6.99
6/04/2024,6609,18,6.99
6/04/2024,6941,18,8.5
6/04/2024,6961,18,7
6/04/2024,7014,18,6
6/04/2024,7280,18,5.99
6/04/2024,7283,18,6.5
6/04/2024,7472,18,5
6/04/2024,7826,18,8
6/04/2024,7922,18,6.99
6/04/2024,7961,18,6
6/04/2024,7995,18,8
6/04/2024,7997,18,8
6/04/2024,8176,18,7
6/04/2024,8359,18,8
6/04/2024,8582,18,6
6/04/2024,8616,18,7
6/04/2024,8757,18,6
6/04/2024,8908,18,6.5
6/04/2024,9548,18,6.99
6/04/2024,9871,18,6.5
6/04/2024,9944,18,7
6/04/2024,10131,18,6.9
6/04/2024,10197,18,6.5
6/04/2024,10203,18,5.99
6/04/2024,10855,18,6.99
6/04/2024,11222,18,7.49
6/04/2024,11423,18,7.5
6/04/2024,11509,18,7.5
6/04/2024,11511,18,6.99
6/04/2024,11513,18,7.5
6/04/2024,11523,18,6.5
6/04/2024,11536,18,6
6/04/2024,11540,18,6.99
6/04/2024,11543,18,5.5
6/04/2024,11551,18,5
6/04/2024,11564,18,7.9
6/04/2024,11567,18,8.99
6/04/2024,11569,18,5.49
6/04/2024,11571,18,6.99
6/04/2024,11580,18,6.5
6/04/2024,11581,18,6
6/04/2024,11588,18,6.99
6/04/2024,11614,18,8.5
6/04/2024,11616,18,6.5
6/04/2024,11617,18,7
6/04/2024,11618,18,7
6/04/2024,11622,18,7.9
6/04/2024,11623,18,7.9
6/04/2024,11624,18,8.5
6/04/2024,11627,18,6.5
6/04/2024,11630,18,5.9
6/04/2024,11655,18,8
6/04/2024,11656,18,5.69
6/04/2024,11664,18,6.98
6/04/2024,11669,18,6.99
6/04/2024,11677,18,6
6/04/2024,11703,18,6.3
6/04/2024,11726,18,5
6/04/2024,11728,18,7
6/04/2024,11737,18,7
6/04/2024,11786,18,6.5
6/04/2024,11844,18,6.59
6/04/2024,11874,18,7
6/04/2024,11893,18,6
6/04/2024,11894,18,6
6/04/2024,11956,18,7
6/04/2024,12000,18,6
6/04/2024,12002,18,7.5
6/04/2024,12024,18,6.5
6/04/2024,12025,18,5.99
6/04/2024,12028,18,7
6/04/2024,12165,18,8.2
6/04/2024,12713,18,5.99
6/04/2024,12740,18,6.5
6/04/2024,12742,18,6.99
6/04/2024,12745,18,6
6/04/2024,12755,18,6.99
6/04/2024,12759,18,8.5
6/04/2024,13081,18,6.5
6/04/2024,13120,18,6.99
6/04/2024,13526,18,7.5
6/04/2024,13788,18,6.9
6/04/2024,14371,18,6.99
6/04/2024,14406,18,6.2
6/04/2024,14455,18,7.99
6/04/2024,14474,18,6.99
6/04/2024,14657,18,7
6/04/2024,14661,18,8.9
6/04/2024,14662,18,6.99
6/04/2024,14811,18,9.2
6/04/2024,14824,18,5.99
6/04/2024,14840,18,6.9
6/04/2024,14869,18,6.99
6/04/2024,14964,18,6.99
6/04/2024,15112,18,7
6/04/2024,15123,18,5.99
6/04/2024,15192,18,6.9
6/04/2024,15201,18,7.5
6/04/2024,15382,18,6.99
6/04/2024,15389,18,6.99
6/04/2024,15476,18,7.99
6/04/2024,15524,18,6
6/04/2024,15525,18,6.99
6/04/2024,15537,18,6
6/04/2024,15563,18,6
6/04/2024,15664,18,5.99
6/04/2024,15707,18,6.99
6/04/2024,15750,18,8.9
6/04/2024,15880,18,6.1
6/04/2024,15936,18,5.99
6/04/2024,15950,18,6.99
6/04/2024,15964,18,6.99
6/04/2024,16088,18,5.5
6/04/2024,16104,18,6.99
6/04/2024,16343,18,6.99
6/04/2024,16353,18,7.29
6/04/2024,16388,18,6
6/04/2024,16389,18,6.99
6/04/2024,16391,18,4.9
6/04/2024,16394,18,5.9
6/04/2024,16460,18,6.5
6/04/2024,16483,18,6
6/04/2024,16489,18,5.99
6/04/2024,16547,18,7.49
6/04/2024,16801,18,6.99
6/04/2024,17009,18,6.99
6/04/2024,17035,18,6.49
6/04/2024,17036,18,6.99
6/04/2024,17046,18,7.99
6/04/2024,17096,18,7
6/04/2024,17100,18,7.49
6/04/2024,17102,18,6.99
6/04/2024,17168,18,5.99
6/04/2024,17179,18,5.5
6/04/2024,17188,18,7.99
6/04/2024,17217,18,6.99
6/04/2024,17330,18,6.99
6/04/2024,17370,18,7.99
6/04/2024,17399,18,6.99
6/04/2024,17422,18,7.99
6/04/2024,17428,18,5
6/04/2024,17460,18,6.99
6/04/2024,17461,18,6.99
6/04/2024,17463,18,6.99
6/04/2024,17466,18,6.8
6/04/2024,17488,18,5.79
6/04/2024,17522,18,7.49
6/04/2024,17590,18,8.2
6/04/2024,17592,18,7.99
6/04/2024,17624,18,6.99
6/04/2024,17632,18,6.5
6/04/2024,17636,18,5.99
6/04/2024,17637,18,8.9
6/04/2024,17638,18,5.99
6/04/2024,17641,18,7.99
6/04/2024,17657,18,6.99
6/04/2024,17685,18,7.25
6/04/2024,17712,18,6.9
6/04/2024,17734,18,7.49
6/04/2024,17741,18,5
6/04/2024,17771,18,5.88
6/04/2024,17778,18,6.5
6/04/2024,17786,18,7
6/04/2024,17796,18,6.5
6/04/2024,17797,18,4.99
6/04/2024,17871,18,7.2
6/04/2024,17892,18,5.99
6/04/2024,17943,18,5.99
6/04/2024,17980,18,6.99
6/04/2024,17982,18,7.5
6/04/2024,18010,18,5.49
6/04/2024,18011,18,5
6/04/2024,18043,18,6.99
6/04/2024,18044,18,6.99
6/04/2024,18063,18,7.49
